gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
4876300936	InteractiveResource	application/ld+json	https://iiif-manifest.oxalis.br.fgov.be/specimen/BR0000027525951V/manifest		Cyperus brevifolius (Rottb.) Endl. ex Hassk.	IIIF Manifest for specimen BR0000027525951V				Meise Botanic Garden			http://creativecommons.org/licenses/by-sa/4.0/	Meise Botanic Garden
4876300936	StillImage	image/jpeg	https://oxalis.br.fgov.be/images/V/BR0/000/027/525/951/BR0000027525951V.jpg		Cyperus brevifolius (Rottb.) Endl. ex Hassk.	Image of herbarium specimen BR0000027525951V				Meise Botanic Garden			http://creativecommons.org/licenses/by-sa/4.0/	Meise Botanic Garden
4876284841	InteractiveResource	application/ld+json	https://iiif-manifest.oxalis.br.fgov.be/specimen/BR0000026554150V/manifest		Rhynchospora nervosa Boeckeler	IIIF Manifest for specimen BR0000026554150V				Meise Botanic Garden			http://creativecommons.org/licenses/by-sa/4.0/	Meise Botanic Garden
4876284841	StillImage	image/jpeg	https://oxalis.br.fgov.be/images/V/BR0/000/026/554/150/BR0000026554150V.jpg		Rhynchospora nervosa Boeckeler	Image of herbarium specimen BR0000026554150V				Meise Botanic Garden			http://creativecommons.org/licenses/by-sa/4.0/	Meise Botanic Garden
4607368012	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/362637316/original.jpg	https://www.inaturalist.org/photos/362637316					2024-04-02T17:44:05Z	slauren		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	slauren
4536015362	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/354788235/original.jpg	https://www.inaturalist.org/photos/354788235					2024-03-02T15:12:21Z	monkeyjodey		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	monkeyjodey
4536015362	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/354788261/original.jpg	https://www.inaturalist.org/photos/354788261					2024-03-02T15:12:21Z	monkeyjodey		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	monkeyjodey
4536000017	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/355235906/original.jpg	https://www.inaturalist.org/photos/355235906					2024-03-03T13:41:51Z	monkeyjodey		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	monkeyjodey
4536000017	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/355235894/original.jpg	https://www.inaturalist.org/photos/355235894					2024-03-03T13:41:51Z	monkeyjodey		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	monkeyjodey
4535936565	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/354272311/original.jpg	https://www.inaturalist.org/photos/354272311					2024-02-28T21:19:50Z	monkeyjodey		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	monkeyjodey
4535936565	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/354272338/original.jpg	https://www.inaturalist.org/photos/354272338					2024-02-28T21:19:50Z	monkeyjodey		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	monkeyjodey
4535936565	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/354272321/original.jpg	https://www.inaturalist.org/photos/354272321					2024-02-28T21:19:50Z	monkeyjodey		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	monkeyjodey
4535900789	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/354481993/original.jpg	https://www.inaturalist.org/photos/354481993					2024-02-29T14:17:41Z	monkeyjodey		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	monkeyjodey
4535900789	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/354482005/original.jpg	https://www.inaturalist.org/photos/354482005					2024-02-29T14:17:41Z	monkeyjodey		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	monkeyjodey
4535865670	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/253176183/original.jpg	https://www.inaturalist.org/photos/253176183					2023-01-22T10:58:15Z	monkeyjodey		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	monkeyjodey
